               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,            0.018822,             0.02209,           0.0012368,             0.97884,             0.82134,             0.99349,             0.78195,            0.013762,             0.01181,          0.00071242,           0.0036145,           0.0036145,           0.0036145
                 131,            0.018709,            0.020792,           0.0011735,             0.96949,             0.82296,             0.99422,             0.80249,            0.012689,             0.01125,          0.00069822,            0.003565,            0.003565,            0.003565
                 132,            0.019231,            0.021028,            0.001103,             0.97542,             0.80336,             0.99381,             0.80543,            0.013428,            0.011276,          0.00068931,           0.0035155,           0.0035155,           0.0035155
                 133,            0.017591,            0.020665,          0.00096703,             0.97076,              0.8211,             0.99478,             0.82943,            0.011883,            0.010698,          0.00066775,            0.003466,            0.003466,            0.003466
                 134,            0.018289,            0.020519,          0.00094812,             0.97281,             0.82854,             0.99472,             0.81891,            0.011828,            0.010788,          0.00066427,           0.0034165,           0.0034165,           0.0034165
                 135,            0.018011,            0.020261,          0.00096736,             0.99114,             0.82562,             0.99476,              0.8248,            0.011953,            0.011244,           0.0006656,            0.003367,            0.003367,            0.003367
                 136,            0.018239,            0.020067,            0.001107,             0.98609,             0.82665,             0.99481,             0.80619,            0.011934,            0.011345,          0.00068645,           0.0033175,           0.0033175,           0.0033175
                 137,            0.017344,            0.020302,            0.001357,             0.98586,             0.82974,             0.99462,             0.83006,            0.011337,            0.011183,          0.00068816,            0.003268,            0.003268,            0.003268
                 138,            0.017297,            0.021274,           0.0014302,             0.98046,             0.82739,             0.99451,             0.82256,            0.011156,            0.010967,          0.00067012,           0.0032185,           0.0032185,           0.0032185
                 139,            0.017189,            0.019366,            0.001046,             0.97472,             0.82534,              0.9943,             0.82216,            0.011436,            0.010923,          0.00066111,            0.003169,            0.003169,            0.003169
                 140,            0.017676,            0.020642,           0.0010898,             0.97947,             0.82953,             0.99412,              0.7909,            0.012975,            0.011211,          0.00065124,           0.0031195,           0.0031195,           0.0031195
                 141,            0.017278,            0.020244,           0.0010553,             0.92496,             0.83333,             0.99402,             0.83908,             0.01126,            0.011028,          0.00064867,             0.00307,             0.00307,             0.00307
                 142,            0.016024,            0.018893,            0.000787,             0.93542,             0.83333,             0.99434,             0.84027,            0.012141,            0.010994,          0.00064186,           0.0030205,           0.0030205,           0.0030205
                 143,            0.017069,             0.01886,           0.0010015,             0.94008,             0.83333,             0.99459,             0.82202,            0.011674,            0.010814,          0.00063455,            0.002971,            0.002971,            0.002971
                 144,            0.016075,            0.018867,           0.0008641,             0.93218,             0.83333,             0.99464,             0.82562,            0.011992,            0.011021,          0.00061824,           0.0029215,           0.0029215,           0.0029215
                 145,            0.016855,            0.019696,          0.00082382,             0.93581,             0.83333,             0.99478,              0.8299,            0.010953,            0.010611,          0.00061724,            0.002872,            0.002872,            0.002872
                 146,            0.017943,              0.0206,          0.00090825,             0.93992,             0.83325,             0.99467,              0.8182,            0.011873,            0.011029,          0.00060969,           0.0028225,           0.0028225,           0.0028225
                 147,            0.016363,            0.019163,          0.00081537,             0.93331,             0.83333,              0.9947,             0.82536,            0.010878,            0.010864,          0.00059473,            0.002773,            0.002773,            0.002773
                 148,            0.016482,            0.020874,          0.00097172,             0.93083,                   1,             0.99468,             0.82809,            0.010942,             0.01073,          0.00059021,           0.0027235,           0.0027235,           0.0027235
                 149,            0.016484,            0.019343,           0.0011107,              0.9201,                   1,             0.99465,             0.85065,            0.010703,            0.010645,          0.00057582,            0.002674,            0.002674,            0.002674
                 150,            0.016381,            0.020029,          0.00099629,             0.91214,                   1,             0.99453,             0.86062,            0.011145,            0.010725,          0.00057245,           0.0026245,           0.0026245,           0.0026245
                 151,            0.016458,            0.019836,          0.00071784,             0.90205,                   1,             0.99446,             0.83621,            0.010752,            0.010488,          0.00056724,            0.002575,            0.002575,            0.002575
                 152,            0.016612,            0.019075,           0.0010206,             0.91607,                   1,             0.99459,             0.84407,            0.010521,            0.010359,          0.00054904,           0.0025255,           0.0025255,           0.0025255
                 153,            0.016036,            0.019235,          0.00082401,             0.90239,                   1,             0.99433,             0.84225,            0.010758,            0.010435,          0.00053889,            0.002476,            0.002476,            0.002476
